conductor,vehículo,Unidad,no_estación_pemex,rendimiento,rendimiento_real,precio_unitario,cantidad_mercancía,kg_c02,division,bl,mercancía
2259976,Unidad 1FBAX2CMXHKA24403,UNIDAD1FBAX,,17.89,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
2848984,Unidad 1FTMF1CM5EKF66848      ,UNIDAD1FTMF,,17.79,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
1243609,Unidad 1FBAX2CMXHKA24403,UNIDAD1FBAX,,17.79,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
4341889,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,17.79,14.0,21.1,63.73,69.99088838268793,RPF,RPS,MAGNA
2259976,Unidad 1FBAX2CMXHKA24403,UNIDAD1FBAX,,17.79,14.0,21.1,78.0,84.26088838268792,RPF,RPI,MAGNA
3160025,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,17.79,14.0,21.1,50.18,56.44088838268793,RPF,RPS,MAGNA
2157899,Unidad 1FBAX2CMXHKA24403,UNIDAD1FBAX,,17.79,14.0,21.1,69.7,75.96088838268793,RPF,RPI,MAGNA
3093234,Unidad 1FDEF3G6XCED10840      ,UNIDAD1FDEF,,17.79,14.0,21.1,110.0,116.26088838268792,RPF,RPS,MAGNA
2920742,Unidad 1FTMF1CBXJKC01140      ,UNIDAD1FTMF,,17.79,14.0,21.1,41.01,47.27088838268793,RPF,RPI,MAGNA
1287051,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,17.79,14.0,21.1,25.0,31.26088838268793,RPF,RPS,MAGNA
3223575,Unidad 1FTMF1CBXJKC01140      ,UNIDAD1FTMF,,17.79,14.0,21.1,70.0,76.26088838268792,RPF,RPI,MAGNA
3160025,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,17.89,14.0,21.1,74.0,80.26088838268792,RPF,RPS,MAGNA
4840617,Unidad 1FTMF1CBXJKC01140      ,UNIDAD1FTMF,,17.79,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
2259976,Unidad 1NKDX4EX1ER368070,UNIDAD1NKDX,,23.79,14.0,24.24,210.17,216.43088838268793,RPF,RPI,DIESEL
3947579,Unidad VF634DPA69D005399,UNIDADVF634,,24.25,14.0,24.24,206.18,212.44088838268794,RPF,RPI,DIESEL
3160025,Unidad 3WKDD40X6DF848404      ,UNIDAD3WKDD,,23.4,14.0,24.24,170.0,176.26088838268794,RPF,RPS,DIESEL
197612,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,24.25,14.0,24.24,206.18,212.44088838268794,RPF,RPE,DIESEL
197612,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,24.24,14.0,24.24,165.01,171.27088838268793,RPF,RPE,DIESEL
197612,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,23.89,14.0,24.24,251.15,257.4108883826879,RPF,RPE,DIESEL
197612,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,23.89,14.0,24.24,209.29,215.55088838268793,RPF,RPE,DIESEL
197612,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,24.24,14.0,24.24,206.27,212.53088838268795,RPF,RPE,DIESEL
2494938,Unidad VF634DPA68D004137,UNIDADVF634,,23.79,14.0,24.24,213.96,220.22088838268795,RPF,RPE,DIESEL
3201324,Unidad VF634DPA69D005757,UNIDADVF634,,23.55,14.0,24.24,212.31,218.57088838268794,RPF,RPE,DIESEL
4165346,Unidad 1GDP7F1387F412319,UNIDAD1GDP7,,23.99,14.0,24.24,208.42,214.68088838268793,RPF,RPI,DIESEL
2810778,Unidad 1NKDL4EX1AR269612      ,UNIDAD1NKDL,,23.7,14.0,24.24,253.16,259.4208883826879,RPF,RPI,DIESEL
3092020,Unidad 1XKDP4TX0ER387699      ,UNIDAD1XKDP,,23.79,14.0,24.24,210.17,216.43088838268793,RPF,RPI,DIESEL
3092020,Unidad 1NKDX4EX1ER368070,UNIDAD1NKDX,,23.79,14.0,24.24,210.17,216.43088838268793,RPF,RPI,DIESEL
6446405,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,58.02,64.28088838268793,RPF,RPS,MAGNA
1988526,UNIDAD  1FTMF1CB0MKD78221,UNIDAD1FTMF,,22.44,7.0,21.1,31.2,37.460888382687926,RPF,RPS,MAGNA
1988526,UNIDAD  1FTMF1CB0MKD78221,UNIDAD1FTMF,,22.39,7.0,21.1,80.0,86.26088838268792,RPF,RPS,MAGNA
783134,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.29,7.0,21.1,51.59,57.850888382687934,RPF,RPS,MAGNA
3055555,Unidad 1FMCU0BZXNUA71621,UNIDAD1FMCU,,22.39,7.0,21.1,44.66,50.92088838268793,RPF,RPI,MAGNA
4748687,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.19,7.0,21.1,47.23,53.49088838268793,RPF,RPS,MAGNA
6419485,Unidad 1FMCU0BZXNUA71621,UNIDAD1FMCU,,21.39,7.0,21.1,46.75,53.01088838268793,RPF,RPI,MAGNA
3277704,Unidad 1FTFW1CD5NFB27862,UNIDAD1FTFW,,22.09,7.0,21.1,95.0,101.26088838268792,RPF,RPI,MAGNA
4627303,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,19.08,25.34088838268793,RPF,RPS,MAGNA
4627303,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.2,7.0,21.1,80.0,86.26088838268792,RPF,RPS,MAGNA
2885200,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,21.6,7.0,21.1,50.0,56.26088838268793,RPF,RPS,MAGNA
6446405,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,21.86,7.0,21.1,77.17,83.43088838268793,RPF,RPS,MAGNA
3093317,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.29,7.0,21.1,84.03,90.29088838268792,RPF,RPS,MAGNA
2877876,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,44.13,50.39088838268793,RPF,RPS,MAGNA
6419485,Unidad 1FMCU0BZXNUA71621,UNIDAD1FMCU,,23.39,7.0,21.1,42.75,49.01088838268793,RPF,RPI,MAGNA
3093317,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.79,7.0,21.1,58.7,64.96088838268793,RPF,RPS,MAGNA
3277704,Unidad 1FTFW1CD5NFB27862,UNIDAD1FTFW,,22.09,7.0,21.1,40.74,47.00088838268793,RPF,RPI,MAGNA
3815255,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.19,7.0,21.1,56.5,62.76088838268793,RPF,RPS,MAGNA
3093317,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.19,7.0,21.1,67.79,74.05088838268793,RPF,RPS,MAGNA
6446405,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,24.33,30.59088838268793,RPF,RPS,MAGNA
4573408,Unidad 1FTFW1CD0MFA97460,UNIDAD1FTFW,,22.19,7.0,21.1,45.08,51.34088838268793,RPF,RPS,MAGNA
4008405,Unidad 1FTFW1CD0MFA97460,UNIDAD1FTFW,,22.34,7.0,21.1,60.0,66.26088838268792,RPF,RPS,MAGNA
2919710,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,70.72,76.98088838268792,RPF,RPS,MAGNA
1988526,UNIDAD  1FTMF1CB0MKD78221,UNIDAD1FTMF,,22.44,7.0,21.1,31.55,37.81088838268793,RPF,RPS,MAGNA
783134,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.19,7.0,21.1,30.0,36.26088838268793,RPF,RPS,MAGNA
3093317,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.19,7.0,21.1,62.78,69.04088838268792,RPF,RPS,MAGNA
783134,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.34,7.0,21.1,31.65,37.91088838268793,RPF,RPS,MAGNA
2875425,Unidad 1FTFW1CD0MFA97460,UNIDAD1FTFW,,21.59,7.0,21.1,60.01,66.27088838268793,RPF,RPS,MAGNA
6558159,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,78.19,84.45088838268792,RPF,RPS,MAGNA
3093317,Unidad 1FTFW1CD0MFA97547,UNIDAD1FTFW,,22.09,7.0,21.1,55.89,62.15088838268793,RPF,RPS,MAGNA
2875425,Unidad 1FTFW1CD0MFA97460,UNIDAD1FTFW,,22.09,7.0,21.1,60.0,66.26088838268792,RPF,RPS,MAGNA
1988526,UNIDAD  1FTMF1CB0MKD78221,UNIDAD1FTMF,,22.39,7.0,21.1,80.01,86.27088838268793,RPF,RPS,MAGNA
783134,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.09,7.0,21.1,72.82,79.08088838268792,RPF,RPS,MAGNA
2919777,Unidad 1FTFW1CD5NFB27862,UNIDAD1FTFW,,22.19,7.0,21.1,103.9,110.16088838268793,RPF,RPI,MAGNA
6641575,Unidad 1FMCU0BZXNUA71621,UNIDAD1FMCU,,22.09,7.0,21.1,31.68,37.94088838268793,RPF,RPI,MAGNA
6446405,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,38.24,44.50088838268793,RPF,RPS,MAGNA
783134,Unidad 1FTEW1CB4MKD24781,UNIDAD1FTEW,,22.09,7.0,21.1,26.44,32.70088838268793,RPF,RPS,MAGNA
6446405,Unidad 1FTEW1CB7MKD18909,UNIDAD1FTEW,,22.44,7.0,21.1,62.13,68.39088838268793,RPF,RPS,MAGNA
6419485,Unidad 1FMCU0BZXNUA71621,UNIDAD1FMCU,,21.99,7.0,21.1,50.93,57.19088838268793,RPF,RPI,MAGNA
2205656,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,22.35,14.0,21.1,26.85,33.11088838268793,RPF,RPI,MAGNA
2380202,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,21.99,14.0,21.1,79.37,85.63088838268793,RPF,RPS,MAGNA
1998434,Unidad 1FBAX2CM7KKA33681,UNIDAD1FBAX,,22.32,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
24251631,Unidad WF0CP6A75J1C82381,UNIDADWF0CP,,21.1,14.0,21.1,45.11,51.37088838268793,RPF,RPI,MAGNA
2154794,Unidad WF0CP6A76J1C82423      ,UNIDADWF0CP,,22.29,14.0,21.1,45.0,51.26088838268793,RPF,RPI,MAGNA
2960664,Unidad WF0CP6A73H1C16356      ,UNIDADWF0CP,,22.29,14.0,21.1,30.0,36.26088838268793,RPF,RPI,MAGNA
6602221,Unidad WF0CP6A79H1C08598      ,UNIDADWF0CP,,22.39,14.0,21.1,11.12,17.380888382687928,RPF,RPI,MAGNA
2810778,Unidad 1FTMF1CB5JFA34792      ,UNIDAD1FTMF,,22.2,14.0,21.1,45.04,51.30088838268793,RPF,RPI,MAGNA
2205656,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,21.65,14.0,21.1,35.75,42.01088838268793,RPF,RPI,MAGNA
1055656,Unidad WF0CP6A73J1C54322,UNIDADWF0CP,,22.39,14.0,21.1,39.96,46.22088838268793,RPF,RPI,MAGNA
80030936,Unidad WF0CP6A77H1C08597      ,UNIDADWF0CP,,22.13,14.0,21.1,36.65,42.91088838268793,RPF,RPI,MAGNA
1998434,Unidad 1FBAX2CM7KKA33681,UNIDAD1FBAX,,22.09,14.0,21.1,48.07,54.33088838268793,RPF,RPI,MAGNA
6419485,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,22.09,14.0,21.1,50.92,57.18088838268793,RPF,RPI,MAGNA
3160025,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,21.99,14.0,21.1,80.0,86.26088838268792,RPF,RPS,MAGNA
3055555,Unidad WF0CP6A79H1C08598      ,UNIDADWF0CP,,22.19,14.0,21.1,35.01,41.27088838268793,RPF,RPI,MAGNA
6602221,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,22.09,14.0,21.1,43.94,50.20088838268793,RPF,RPI,MAGNA
24251631,Unidad WF0CP6A75J1C82381,UNIDADWF0CP,,22.09,14.0,21.1,50.0,56.26088838268793,RPF,RPI,MAGNA
6446405,Unidad 1FBAX2CM3KKA33676      ,UNIDAD1FBAX,,22.18,14.0,21.1,70.68,76.94088838268793,RPF,RPS,MAGNA
32544890,Unidad 1FTEX1CM2DKD63027      ,UNIDAD1FTEX,,22.99,14.0,21.1,77.24,83.50088838268792,RPF,RPI,MAGNA
2875656,Unidad 1FBAX2CM3KKA33676      ,UNIDAD1FBAX,,22.18,14.0,21.1,49.6,55.86088838268793,RPF,RPS,MAGNA
4478038,Unidad 1FTEW1CB6JKF47318      ,UNIDAD1FTEW,,22.44,14.0,21.1,66.84,73.10088838268793,RPF,RPE,MAGNA
6602221,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,22.36,14.0,21.1,35.78,42.04088838268793,RPF,RPI,MAGNA
32620601,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.09,14.0,21.1,47.0,53.26088838268793,RPF,RPI,MAGNA
24251631,Unidad WF0CP6A75J1C82381,UNIDADWF0CP,,22.09,14.0,21.1,47.44,53.70088838268793,RPF,RPI,MAGNA
32620601,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.49,14.0,21.1,57.58,63.84088838268793,RPF,RPI,MAGNA
4519914,Unidad 1FTMF1CM8DKF62856      ,UNIDAD1FTMF,,22.09,14.0,21.1,60.0,66.26088838268792,RPF,RPI,MAGNA
4478046,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,22.0,14.0,21.1,45.68,51.94088838268793,RPF,RPI,MAGNA
6602221,Unidad WF0CP6A77H1C08597      ,UNIDADWF0CP,,22.22,14.0,21.1,45.01,51.27088838268793,RPF,RPI,MAGNA
6324438,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.44,14.0,21.1,44.12,50.38088838268793,RPF,RPI,MAGNA
2494672,Unidad WF0CP6A79H1C08598      ,UNIDADWF0CP,,22.19,14.0,21.1,35.69,41.95088838268793,RPF,RPI,MAGNA
3947579,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,22.19,14.0,21.1,55.0,61.26088838268793,RPF,RPI,MAGNA
6490429,Unidad 1FTMF1CB5JFA34792      ,UNIDAD1FTMF,,22.39,14.0,21.1,68.35,74.61088838268792,RPF,RPI,MAGNA
197612,Unidad 1FBAX2CM5KKA33680      ,UNIDAD1FBAX,,21.78,14.0,21.1,10.0,16.26088838268793,RPF,RPI,MAGNA
3277704,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.49,14.0,21.1,54.76,61.02088838268793,RPF,RPI,MAGNA
32544890,Unidad 1FTEX1CM2DKD63027      ,UNIDAD1FTEX,,22.99,14.0,21.1,9.74,16.00088838268793,RPF,RPI,MAGNA
2980423,Unidad 1FBAX2CM5KKA33680      ,UNIDAD1FBAX,,22.34,14.0,21.1,75.69,81.95088838268792,RPF,RPI,MAGNA
24251631,Unidad WF0CP6A75J1C82381,UNIDADWF0CP,,22.09,14.0,21.1,48.55,54.81088838268793,RPF,RPI,MAGNA
3277704,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.09,14.0,21.1,51.0,57.26088838268793,RPF,RPI,MAGNA
6642573,Unidad WF0CP6A79H1C08598      ,UNIDADWF0CP,,21.39,14.0,21.1,48.47,54.73088838268793,RPF,RPI,MAGNA
6446405,Unidad 1FBAX2CM3KKA33676      ,UNIDAD1FBAX,,22.39,14.0,21.1,71.26,77.52088838268793,RPF,RPS,MAGNA
4519914,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,21.99,14.0,21.1,41.39,47.65088838268793,RPF,RPI,MAGNA
2848984,Unidad 1FTMF1CM5EKF66848      ,UNIDAD1FTMF,,21.99,14.0,21.1,80.0,86.26088838268792,RPF,RPI,MAGNA
6602221,Unidad WF0CP6A75K1D03523      ,UNIDADWF0CP,,22.44,14.0,21.1,42.41,48.67088838268793,RPF,RPI,MAGNA
2205656,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,22.44,14.0,21.1,50.2,56.46088838268793,RPF,RPI,MAGNA
2205656,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,22.32,14.0,21.1,19.26,25.52088838268793,RPF,RPI,MAGNA
6642573,Unidad WF0CP6A79H1C08598      ,UNIDADWF0CP,,21.89,14.0,21.1,22.0,28.26088838268793,RPF,RPI,MAGNA
2980423,Unidad 1FBAX2CM5KKA33680      ,UNIDAD1FBAX,,22.29,14.0,21.1,80.34,86.60088838268793,RPF,RPI,MAGNA
6641575,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.09,14.0,21.1,45.26,51.52088838268793,RPF,RPI,MAGNA
6490429,Unidad 1FTMF1CB5JFA34792      ,UNIDAD1FTMF,,22.39,14.0,21.1,69.24,75.50088838268792,RPF,RPI,MAGNA
778027,Unidad WF0CP6A73J1C84999      ,UNIDADWF0CP,,22.09,14.0,21.1,24.13,30.390888382687926,RPF,RPI,MAGNA
4844114,Unidad 1FTMF1C81GKD98776      ,UNIDAD1FTMF,,22.19,14.0,21.1,30.64,36.90088838268793,RPF,RPI,MAGNA
4519914,Unidad WF0CP6A77H1C08597      ,UNIDADWF0CP,,22.09,14.0,21.1,45.0,51.26088838268793,RPF,RPI,MAGNA
32544890,Unidad 1FTEX1CM2DKD63027      ,UNIDAD1FTEX,,22.99,14.0,21.1,79.79,86.05088838268793,RPF,RPI,MAGNA
206318,Unidad 1FBAX2CM1KKA25124      ,UNIDAD1FBAX,,21.99,14.0,21.1,72.76,79.02088838268793,RPF,RPS,MAGNA
3858206,Unidad 1FBAX2CM5KKA33680      ,UNIDAD1FBAX,,21.98,14.0,21.1,65.0,71.26088838268792,RPF,RPI,MAGNA
3055555,Unidad WF0CP6A73J1C54353      ,UNIDADWF0CP,,22.09,14.0,21.1,22.64,28.90088838268793,RPF,RPI,MAGNA
6653307,Unidad WF0CP6A71K1D42593      ,UNIDADWF0CP,,21.21,14.0,21.1,60.0,66.26088838268792,RPF,RPI,MAGNA
3201324,Unidad VF634DPA69D005757,UNIDADVF634,,23.79,14.0,24.24,318.0,324.26088838268794,RPF,RPE,DIESEL
2884484,Unidad 1NKDL4EX3AR269613      ,UNIDAD1NKDL,,24.25,14.0,24.24,300.0,306.26088838268794,RPF,RPI,DIESEL
2259976,Unidad 1XKDP4TX0ER387699      ,UNIDAD1XKDP,,23.79,14.0,24.24,294.0,300.26088838268794,RPF,RPI,DIESEL
2259976,Unidad 3WKDD40X9DF848400,UNIDAD3WKDD,,23.79,14.0,24.24,294.0,300.26088838268794,RPF,RPI,DIESEL
3201324,Unidad VF634DPA69D005757,UNIDADVF634,,23.7,14.0,24.24,330.0,336.26088838268794,RPF,RPE,DIESEL
4840617,Unidad VF634DPA69D005757,UNIDADVF634,,23.79,14.0,24.24,284.0,290.26088838268794,RPF,RPE,DIESEL
4627303,Unidad 3WKADB0X99F823172      ,UNIDAD3WKAD,,22.61,14.0,24.24,176.0,182.26088838268794,RPF,RPS,DIESEL
2877876,Unidad 3WKADB0X13F613608,UNIDAD3WKAD,,22.61,14.0,24.24,176.0,182.26088838268794,RPF,RPS,DIESEL
2259976,Unidad 1NKDX4EX1ER368070,UNIDAD1NKDX,,23.79,14.0,24.24,210.0,216.26088838268794,RPF,RPI,DIESEL
4627303,Unidad 3WKADB0X13F613608,UNIDAD3WKAD,,22.69,14.0,24.24,220.36,226.62088838268795,RPF,RPS,DIESEL
301527,Unidad 1GDP7F1387F412319,UNIDAD1GDP7,,23.79,14.0,24.24,210.0,216.26088838268794,RPF,RPI,DIESEL
2212397,Unidad 1XPSDU9X0BD122453,UNIDAD1XPSD,,23.79,14.0,24.24,210.0,216.26088838268794,RPF,RPS,DIESEL
2212397,Unidad 1XPSDU9X0BD122453,UNIDAD1XPSD,,23.79,14.0,24.24,210.0,216.26088838268794,RPF,RPS,DIESEL
2494938,Unidad VF634DPA68D004137,UNIDADVF634,,24.24,14.0,24.24,142.23,148.49088838268793,RPF,RPE,DIESEL
4478038,Unidad 3HAMMAARXBL354862      ,UNIDAD3HAMM,,24.24,14.0,24.24,123.77,130.03088838268792,RPF,RPI,DIESEL
3201324,Unidad VF634DPA69D005757,UNIDADVF634,,22.69,14.0,24.24,154.17,160.43088838268793,RPF,RPE,DIESEL
3201324,Unidad VF634DPA69D005757,UNIDADVF634,,23.4,14.0,24.24,213.67,219.93088838268793,RPF,RPE,DIESEL
2395374,Unidad 1NKDLU0XX9J255581,UNIDAD1NKDL,,23.99,14.0,24.24,208.42,214.68088838268793,RPF,RPI,DIESEL
28557812,Unidad 3HTWGADT97N472475,UNIDAD3HTWG,,24.24,14.0,24.24,116.6,122.86088838268792,RPF,RPI,DIESEL
2848984,Unidad 1HTWAAAR29J066490,UNIDAD1HTWA,,23.79,14.0,24.24,168.0,174.26088838268794,RPF,RPI,DIESEL
206318,Unidad 3WKDD40XXCF840546,UNIDAD3WKDD,,23.4,14.0,24.24,170.0,176.26088838268794,RPF,RPS,DIESEL
2884484,Unidad 1NKDL4EX3AR269613      ,UNIDAD1NKDL,,23.79,14.0,24.24,105.0,111.26088838268792,RPF,RPI,DIESEL
2884484,Unidad 1NKDL4EX3AR269613      ,UNIDAD1NKDL,,23.79,14.0,24.24,210.17,216.43088838268793,RPF,RPI,DIESEL
2531853,Unidad 1NKDL4EX1AR269612      ,UNIDAD1NKDL,,23.94,14.0,24.24,167.08,173.34088838268795,RPF,RPI,DIESEL
2240018,Unidad 1NKDL4EX3AR269613      ,UNIDAD1NKDL,,23.79,14.0,24.24,210.0,216.26088838268794,RPF,RPI,DIESEL
2395374,Unidad 1NKDLU0XX9J255581,UNIDAD1NKDL,,23.99,14.0,24.24,208.0,214.26088838268794,RPF,RPI,DIESEL
3249794,Unidad 1NKDL4EX5AR269614,UNIDAD1NKDL,,23.79,14.0,24.24,168.0,174.26088838268794,RPF,RPI,DIESEL
4840617,Unidad 1NKDL4EX1AR269612      ,UNIDAD1NKDL,,23.79,14.0,24.24,180.0,186.26088838268794,RPF,RPI,DIESEL
4840617,Unidad 1NKDL4EX1AR269612      ,UNIDAD1NKDL,,23.79,14.0,24.24,100.0,106.26088838268792,RPF,RPI,DIESEL
4165346,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,23.79,14.0,24.24,220.87,227.13088838268794,RPF,RPE,DIESEL
4165346,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,23.99,14.0,24.24,147.18,153.44088838268794,RPF,RPE,DIESEL
2848984,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,22.66,14.0,24.24,197.21,203.47088838268795,RPF,RPE,DIESEL
2848984,Unidad 3HAMMAAR19L121527      ,UNIDAD3HAMM,,23.79,14.0,24.24,210.17,216.43088838268793,RPF,RPE,DIESEL
4165346,Unidad 1GDP7F1387F412319,UNIDAD1GDP7,,23.99,14.0,24.24,208.42,214.68088838268793,RPF,RPI,DIESEL
2395374,Unidad 1NKDLU0XX9J255581,UNIDAD1NKDL,,23.99,14.0,24.24,208.42,214.68088838268793,RPF,RPI,DIESEL
LORENZO MIRELES GOMEZ,Unidad 3WKDD40X1EF857108      ,UNIDAD3WKDD,13289,14.0,2.63,20.77,474.06,1147.6992599999999,WEC,WCF,DIESEL
JOSE GONZALEZ JALOMO,Unidad 1XPSD79X7CD139981,UNIDAD1XPSD,13289,14.0,2.72,20.77,450.0,1089.4499999999998,RPF,RPS,DIESEL
JUAN ANTONIO ARGUELLES MARTINEZ,Unidad 3WKDD40X4EF857104      ,UNIDAD3WKDD,5739,14.0,2.42,20.85,479.61,1161.13581,WEC,WCF,DIESEL
AGUSTIN ENRIQUE VIDAL PEREZ,Unidad 3WKDD40X9EF857101,UNIDAD3WKDD,3492,14.0,2.91,21.79,454.33,1099.93293,RPF,RPI,DIESEL
DAVID ALEJANDRO GALLEGOS MAGANA,Unidad 3BKHLN0X4EF399613      ,UNIDAD3BKHL,4259,14.0,2.76,22.5,444.44,1075.9892399999999,WEC,WCF,DIESEL
2810778,Unidad 1FTEW1CB6JKF47318      ,UNIDAD1FTEW,,22.44,14.0,21.1,61.25,67.51088838268792,RPF,RPE,MAGNA
3802592,Unidad 1FBAX2CM5KKA33680      ,UNIDAD1FBAX,,22.29,14.0,21.1,84.44,90.70088838268792,RPF,RPI,MAGNA
1243609,Unidad WF06S5JP9JTA49274      ,UNIDADWF06S,,23.79,14.0,24.24,78.0,84.26088838268792,RPF,RPS,DIESEL
2240018,Unidad WF06S5JP4JTA40188      ,UNIDADWF06S,,23.79,14.0,24.24,80.0,86.26088838268792,RPF,RPI,DIESEL
2147783,Unidad 1FBAX2CM3KKA33676      ,UNIDAD1FBAX,,22.44,14.0,21.1,82.49,88.75088838268792,RPF,RPS,MAGNA
2876308,Unidad WF0CP6A74H1C46708      ,UNIDADWF0CP,,22.07,14.0,21.1,40.0,46.26088838268793,RPF,RPI,MAGNA
3249794,Unidad 1NKDL4EX5AR269614,UNIDAD1NKDL,,23.79,14.0,24.24,105.0,111.26088838268792,RPF,RPI,DIESEL
3235173,Unidad 1HTWAAAR29J066490,UNIDAD1HTWA,,23.79,14.0,24.24,105.08,111.34088838268792,RPF,RPI,DIESEL
